,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ticker,C/P
15,GOOG190920C00955000,2019-07-03 12:05PM EDT,955.00,176.33,236.50,245.30,0.00,-,-,1,0.00%,GOOG,C
16,GOOG190920C00960000,2019-08-05 10:52AM EDT,960.00,208.87,243.30,252.70,0.00,-,1,0,0.00%,GOOG,C
17,GOOG190920C00970000,2019-07-08 12:48PM EDT,970.00,155.50,219.90,228.90,0.00,-,-,1,0.00%,GOOG,C
18,GOOG190920C00975000,2019-07-23 12:34PM EDT,975.00,169.30,203.50,212.70,0.00,-,-,1,0.00%,GOOG,C
19,GOOG190920C00980000,2019-07-03 11:13AM EDT,980.00,154.19,213.20,221.20,0.00,-,1,8,0.00%,GOOG,C
20,GOOG190920C00985000,2019-08-05 10:52AM EDT,985.00,185.17,218.50,228.00,0.00,-,1,0,0.00%,GOOG,C
21,GOOG190920C00995000,2019-06-06 1:11PM EDT,995.00,84.20,142.40,150.80,0.00,-,1,4,0.00%,GOOG,C
22,GOOG190920C01000000,2019-09-17 1:06PM EDT,"1,000.00",226.00,224.50,233.50,+24.79,+12.32%,1,74,130.64%,GOOG,C
23,GOOG190920C01005000,2019-07-19 3:57PM EDT,"1,005.00",137.20,150.80,184.70,0.00,-,17,13,0.00%,GOOG,C
24,GOOG190920C01010000,2019-06-07 12:02PM EDT,"1,010.00",91.00,129.10,137.40,0.00,-,1,6,0.00%,GOOG,C
25,GOOG190920C01015000,2019-07-11 1:26PM EDT,"1,015.00",142.08,174.40,184.00,0.00,-,1,17,0.00%,GOOG,C
26,GOOG190920C01020000,2019-09-13 10:25AM EDT,"1,020.00",214.40,204.50,213.50,0.00,-,1,25,120.56%,GOOG,C
27,GOOG190920C01025000,2019-09-06 2:31PM EDT,"1,025.00",184.69,199.50,208.50,0.00,-,1,10,118.05%,GOOG,C
28,GOOG190920C01030000,2019-08-15 1:48PM EDT,"1,030.00",144.26,205.20,215.00,0.00,-,3,0,147.77%,GOOG,C
29,GOOG190920C01035000,2019-07-29 2:57PM EDT,"1,035.00",209.00,150.50,159.80,0.00,-,2,33,0.00%,GOOG,C
30,GOOG190920C01040000,2019-08-20 10:04AM EDT,"1,040.00",154.52,184.50,193.60,0.00,-,1,17,111.16%,GOOG,C
31,GOOG190920C01045000,2019-07-19 12:18PM EDT,"1,045.00",111.20,136.00,144.10,0.00,-,8,35,0.00%,GOOG,C
32,GOOG190920C01050000,2019-09-16 3:40PM EDT,"1,050.00",180.99,174.50,183.60,0.00,-,2,719,106.17%,GOOG,C
33,GOOG190920C01055000,2019-09-16 3:40PM EDT,"1,055.00",176.01,169.00,178.10,0.00,-,2,18,100.75%,GOOG,C
34,GOOG190920C01060000,2019-09-10 3:59PM EDT,"1,060.00",172.50,164.50,173.60,0.00,-,2,304,101.17%,GOOG,C
35,GOOG190920C01065000,2019-09-05 1:56PM EDT,"1,065.00",146.63,159.50,168.70,0.00,-,1,42,99.23%,GOOG,C
36,GOOG190920C01070000,2019-09-17 2:38PM EDT,"1,070.00",157.00,154.00,163.20,+7.70,+5.16%,1,38,93.98%,GOOG,C
37,GOOG190920C01075000,2019-09-12 12:58PM EDT,"1,075.00",163.20,149.50,158.20,0.00,-,2,45,91.53%,GOOG,C
38,GOOG190920C01080000,2019-08-15 1:48PM EDT,"1,080.00",100.36,155.20,164.90,0.00,-,3,0,118.30%,GOOG,C
39,GOOG190920C01085000,2019-08-08 2:39PM EDT,"1,085.00",124.54,119.30,128.50,0.00,-,1,0,0.00%,GOOG,C
40,GOOG190920C01090000,2019-09-03 3:46PM EDT,"1,090.00",84.00,134.50,143.60,0.00,-,2,69,86.23%,GOOG,C
41,GOOG190920C01095000,2019-08-16 9:48AM EDT,"1,095.00",93.31,129.50,138.60,0.00,-,1,90,83.74%,GOOG,C
42,GOOG190920C01100000,2019-09-16 1:22PM EDT,"1,100.00",128.29,124.50,133.60,0.00,-,3,"1,836",81.24%,GOOG,C
43,GOOG190920C01105000,2019-09-17 12:51PM EDT,"1,105.00",121.44,119.10,128.20,+18.37,+17.82%,2,22,76.81%,GOOG,C
44,GOOG190920C01110000,2019-09-12 12:08PM EDT,"1,110.00",127.63,114.60,123.60,0.00,-,2,72,76.25%,GOOG,C
45,GOOG190920C01115000,2019-09-06 12:38PM EDT,"1,115.00",93.98,109.50,118.60,0.00,-,1,75,73.73%,GOOG,C
46,GOOG190920C01120000,2019-09-17 3:47PM EDT,"1,120.00",110.28,104.50,113.60,-6.77,-5.78%,8,124,71.22%,GOOG,C
47,GOOG190920C01125000,2019-09-16 9:54AM EDT,"1,125.00",112.82,100.10,108.80,0.00,-,2,64,69.57%,GOOG,C
48,GOOG190920C01130000,2019-09-16 9:54AM EDT,"1,130.00",107.82,94.70,103.80,0.00,-,2,120,67.02%,GOOG,C
49,GOOG190920C01135000,2019-09-17 2:41PM EDT,"1,135.00",91.00,90.00,98.80,-5.33,-5.53%,1,86,64.47%,GOOG,C
50,GOOG190920C01137500,2019-09-16 12:12AM EDT,"1,137.50",99.74,87.50,96.10,0.00,-,-,10,62.37%,GOOG,C
51,GOOG190920C01140000,2019-09-17 12:11PM EDT,"1,140.00",84.75,85.00,93.30,-8.16,-8.78%,4,156,59.87%,GOOG,C
52,GOOG190920C01145000,2019-09-12 3:45PM EDT,"1,145.00",94.36,80.10,88.70,0.00,-,1,74,58.94%,GOOG,C
53,GOOG190920C01150000,2019-09-17 2:43PM EDT,"1,150.00",74.90,75.90,82.80,-15.40,-17.05%,14,199,52.78%,GOOG,C
54,GOOG190920C01152500,2019-09-04 1:50PM EDT,"1,152.50",37.10,72.50,81.60,0.00,-,11,5,56.54%,GOOG,C
55,GOOG190920C01155000,2019-09-17 10:32AM EDT,"1,155.00",72.06,70.20,78.80,-10.09,-12.28%,1,92,54.13%,GOOG,C
56,GOOG190920C01157500,2019-08-26 3:30PM EDT,"1,157.50",33.20,67.60,76.40,0.00,-,7,7,53.18%,GOOG,C
57,GOOG190920C01160000,2019-09-17 10:22AM EDT,"1,160.00",66.85,65.10,73.70,-6.65,-9.05%,3,162,51.15%,GOOG,C
58,GOOG190920C01162500,2019-08-29 2:57PM EDT,"1,162.50",44.88,62.70,71.40,0.00,-,3,7,50.53%,GOOG,C
59,GOOG190920C01165000,2019-09-17 10:08AM EDT,"1,165.00",64.00,60.20,68.40,-2.92,-4.36%,1,173,47.45%,GOOG,C
60,GOOG190920C01167500,2019-09-10 9:57AM EDT,"1,167.50",39.90,57.70,66.70,0.00,-,2,51,48.87%,GOOG,C
61,GOOG190920C01170000,2019-09-17 2:03PM EDT,"1,170.00",56.15,55.20,64.00,-10.35,-15.56%,2,"1,056",46.86%,GOOG,C
62,GOOG190920C01172500,2019-09-17 3:32PM EDT,"1,172.50",54.70,52.50,61.10,+10.93,+24.97%,4,27,44.18%,GOOG,C
63,GOOG190920C01175000,2019-09-16 3:08PM EDT,"1,175.00",56.64,50.70,56.40,0.00,-,4,258,34.68%,GOOG,C
64,GOOG190920C01177500,2019-09-11 9:49AM EDT,"1,177.50",41.65,47.90,55.40,0.00,-,1,219,39.15%,GOOG,C
65,GOOG190920C01180000,2019-09-17 9:43AM EDT,"1,180.00",55.00,45.60,51.70,+2.66,+5.08%,4,374,33.49%,GOOG,C
66,GOOG190920C01182500,2019-09-16 9:39AM EDT,"1,182.50",54.80,42.90,52.00,0.00,-,2,30,41.50%,GOOG,C
67,GOOG190920C01185000,2019-09-17 11:10AM EDT,"1,185.00",44.07,40.50,47.40,-11.08,-20.09%,5,63,33.51%,GOOG,C
68,GOOG190920C01187500,2019-09-11 2:18PM EDT,"1,187.50",36.08,39.00,43.80,0.00,-,2,85,28.25%,GOOG,C
69,GOOG190920C01190000,2019-09-17 3:49PM EDT,"1,190.00",41.40,37.00,41.70,+0.90,+2.22%,7,257,28.49%,GOOG,C
70,GOOG190920C01192500,2019-09-09 2:32PM EDT,"1,192.50",20.00,35.00,40.50,0.00,-,2,21,31.41%,GOOG,C
71,GOOG190920C01195000,2019-09-17 12:30PM EDT,"1,195.00",32.00,32.00,36.50,-4.00,-11.11%,5,145,25.24%,GOOG,C
72,GOOG190920C01197500,2019-09-17 10:06AM EDT,"1,197.50",31.59,30.00,34.50,-7.93,-20.07%,4,53,25.60%,GOOG,C
73,GOOG190920C01200000,2019-09-17 2:18PM EDT,"1,200.00",26.50,28.90,31.60,-6.70,-20.18%,57,856,22.99%,GOOG,C
74,GOOG190920C01202500,2019-09-17 3:15PM EDT,"1,202.50",25.07,26.30,29.70,-2.93,-10.46%,1,41,23.49%,GOOG,C
75,GOOG190920C01205000,2019-09-17 1:10PM EDT,"1,205.00",24.20,24.50,27.80,-7.30,-23.17%,13,99,23.75%,GOOG,C
76,GOOG190920C01207500,2019-09-17 1:26PM EDT,"1,207.50",20.50,22.00,25.40,-6.45,-23.93%,10,169,22.53%,GOOG,C
77,GOOG190920C01210000,2019-09-17 3:01PM EDT,"1,210.00",18.60,20.70,22.80,-5.94,-24.21%,19,196,20.77%,GOOG,C
78,GOOG190920C01212500,2019-09-17 3:31PM EDT,"1,212.50",18.00,18.50,21.00,-4.30,-19.28%,12,55,20.93%,GOOG,C
79,GOOG190920C01215000,2019-09-17 3:31PM EDT,"1,215.00",16.20,16.80,18.60,-2.46,-13.18%,18,125,19.53%,GOOG,C
80,GOOG190920C01217500,2019-09-17 3:36PM EDT,"1,217.50",15.20,15.40,16.80,-4.00,-20.83%,19,46,19.39%,GOOG,C
81,GOOG190920C01220000,2019-09-17 3:46PM EDT,"1,220.00",15.10,14.00,15.00,-1.60,-9.58%,50,669,19.06%,GOOG,C
82,GOOG190920C01222500,2019-09-17 3:50PM EDT,"1,222.50",13.23,12.30,13.30,-0.87,-6.17%,28,30,18.77%,GOOG,C
83,GOOG190920C01225000,2019-09-17 3:59PM EDT,"1,225.00",11.50,10.70,11.70,-2.00,-14.81%,262,134,18.50%,GOOG,C
84,GOOG190920C01227500,2019-09-17 3:58PM EDT,"1,227.50",10.00,9.40,10.20,-2.00,-16.67%,104,96,18.23%,GOOG,C
85,GOOG190920C01230000,2019-09-17 3:59PM EDT,"1,230.00",8.70,8.00,8.80,-2.30,-20.91%,298,436,17.95%,GOOG,C
86,GOOG190920C01232500,2019-09-17 3:45PM EDT,"1,232.50",7.30,6.90,7.40,-2.10,-22.34%,80,102,17.46%,GOOG,C
87,GOOG190920C01235000,2019-09-17 3:55PM EDT,"1,235.00",6.15,6.00,6.20,-1.85,-23.12%,171,232,17.14%,GOOG,C
88,GOOG190920C01237500,2019-09-17 3:46PM EDT,"1,237.50",5.20,4.70,5.20,-2.00,-27.78%,76,101,16.98%,GOOG,C
89,GOOG190920C01240000,2019-09-17 3:59PM EDT,"1,240.00",4.10,3.90,4.20,-1.73,-29.67%,532,"1,127",16.59%,GOOG,C
90,GOOG190920C01242500,2019-09-17 3:34PM EDT,"1,242.50",2.70,3.10,3.30,-2.17,-44.56%,88,70,16.13%,GOOG,C
91,GOOG190920C01245000,2019-09-17 3:59PM EDT,"1,245.00",2.55,2.40,2.65,-1.65,-39.29%,296,688,16.00%,GOOG,C
92,GOOG190920C01247500,2019-09-17 3:51PM EDT,"1,247.50",1.90,1.80,2.10,-1.45,-43.28%,35,62,15.88%,GOOG,C
93,GOOG190920C01250000,2019-09-17 3:58PM EDT,"1,250.00",1.55,1.20,1.55,-1.27,-45.04%,517,"1,847",15.46%,GOOG,C
94,GOOG190920C01252500,2019-09-17 3:58PM EDT,"1,252.50",1.10,0.80,1.15,-0.85,-43.59%,57,155,15.21%,GOOG,C
95,GOOG190920C01255000,2019-09-17 3:43PM EDT,"1,255.00",0.80,0.70,1.05,-0.90,-52.94%,72,275,15.92%,GOOG,C
96,GOOG190920C01257500,2019-09-17 12:47PM EDT,"1,257.50",0.65,0.40,0.70,-1.15,-63.89%,11,37,15.33%,GOOG,C
97,GOOG190920C01260000,2019-09-17 3:45PM EDT,"1,260.00",0.43,0.30,0.55,-0.67,-60.91%,555,"2,455",15.47%,GOOG,C
98,GOOG190920C01262500,2019-09-17 3:32PM EDT,"1,262.50",0.18,0.25,0.45,-0.67,-78.82%,7,38,15.74%,GOOG,C
99,GOOG190920C01265000,2019-09-17 3:46PM EDT,"1,265.00",0.23,0.10,0.35,-0.41,-64.06%,75,174,15.86%,GOOG,C
100,GOOG190920C01267500,2019-09-17 2:24PM EDT,"1,267.50",0.10,0.10,0.40,-0.41,-80.39%,6,24,17.16%,GOOG,C
101,GOOG190920C01270000,2019-09-17 3:59PM EDT,"1,270.00",0.19,0.05,0.25,-0.21,-52.50%,121,138,16.58%,GOOG,C
102,GOOG190920C01272500,2019-09-17 3:51PM EDT,"1,272.50",0.20,0.10,0.30,-0.10,-33.33%,4,20,17.95%,GOOG,C
103,GOOG190920C01275000,2019-09-17 10:48AM EDT,"1,275.00",0.15,0.10,0.25,-0.40,-72.73%,3,84,18.21%,GOOG,C
104,GOOG190920C01277500,2019-09-17 10:27AM EDT,"1,277.50",0.13,0.00,0.25,-0.22,-62.86%,4,12,19.02%,GOOG,C
105,GOOG190920C01280000,2019-09-17 3:32PM EDT,"1,280.00",0.15,0.00,0.20,-0.04,-21.05%,15,815,19.14%,GOOG,C
106,GOOG190920C01282500,2019-09-17 1:35PM EDT,"1,282.50",0.05,0.00,0.20,-0.09,-64.29%,3,26,19.90%,GOOG,C
107,GOOG190920C01285000,2019-09-17 2:52PM EDT,"1,285.00",0.05,0.05,0.20,-0.05,-50.00%,1,59,20.68%,GOOG,C
108,GOOG190920C01287500,2019-09-16 1:32PM EDT,"1,287.50",0.10,0.00,0.20,0.00,-,2,20,21.44%,GOOG,C
109,GOOG190920C01290000,2019-09-16 12:51PM EDT,"1,290.00",0.13,0.05,0.20,0.00,-,11,128,22.19%,GOOG,C
110,GOOG190920C01292500,2019-09-06 9:36AM EDT,"1,292.50",0.35,0.00,0.20,0.00,-,3,23,22.95%,GOOG,C
111,GOOG190920C01295000,2019-09-12 12:04PM EDT,"1,295.00",0.23,0.00,0.20,0.00,-,1,36,23.68%,GOOG,C
112,GOOG190920C01297500,2019-09-16 12:12AM EDT,"1,297.50",0.33,-,0.20,0.00,-,-,5,24.44%,GOOG,C
113,GOOG190920C01300000,2019-09-17 3:59PM EDT,"1,300.00",0.07,0.00,0.20,-0.01,-12.50%,14,678,25.17%,GOOG,C
114,GOOG190920C01302500,2019-09-16 12:12AM EDT,"1,302.50",0.20,-,0.20,0.00,-,-,6,25.90%,GOOG,C
115,GOOG190920C01310000,2019-09-11 11:16AM EDT,"1,310.00",0.20,0.00,0.05,0.00,-,1,96,23.63%,GOOG,C
116,GOOG190920C01320000,2019-09-12 3:45PM EDT,"1,320.00",0.11,0.00,0.15,0.00,-,2,187,29.74%,GOOG,C
117,GOOG190920C01330000,2019-09-09 1:26PM EDT,"1,330.00",0.07,0.00,0.15,0.00,-,3,390,32.47%,GOOG,C
118,GOOG190920C01340000,2019-09-17 9:39AM EDT,"1,340.00",0.05,0.00,0.05,-0.05,-50.00%,2,747,30.96%,GOOG,C
119,GOOG190920C01350000,2019-09-16 3:30PM EDT,"1,350.00",0.03,0.00,0.15,0.00,-,1,310,37.74%,GOOG,C
120,GOOG190920C01360000,2019-09-12 3:17PM EDT,"1,360.00",0.10,0.00,0.05,0.00,-,65,543,35.74%,GOOG,C
121,GOOG190920C01370000,2019-09-04 10:01AM EDT,"1,370.00",0.03,0.00,0.15,0.00,-,9,40,42.87%,GOOG,C
122,GOOG190920C01380000,2019-09-09 11:48AM EDT,"1,380.00",0.02,0.00,0.10,0.00,-,9,373,43.26%,GOOG,C
123,GOOG190920C01390000,2019-08-29 12:16PM EDT,"1,390.00",0.10,0.00,0.15,0.00,-,2,14,47.85%,GOOG,C
124,GOOG190920C01400000,2019-09-04 9:57AM EDT,"1,400.00",0.10,0.00,0.05,0.00,-,5,246,44.73%,GOOG,C
125,GOOG190920C01420000,2019-08-05 3:07PM EDT,"1,420.00",0.20,0.00,0.15,0.00,-,1,0,51.07%,GOOG,C
126,GOOG190920C01430000,2019-08-13 1:24PM EDT,"1,430.00",0.16,0.00,0.55,0.00,-,1,0,61.67%,GOOG,C
127,GOOG190920C01440000,2019-08-21 9:57AM EDT,"1,440.00",0.05,0.00,0.15,0.00,-,1,62,55.47%,GOOG,C
128,GOOG190920C01460000,2019-06-03 10:31AM EDT,"1,460.00",0.43,0.30,0.75,0.00,-,1,36,75.00%,GOOG,C
129,GOOG190920C01480000,2019-09-05 11:36AM EDT,"1,480.00",0.03,0.00,0.05,0.00,-,1,46,57.81%,GOOG,C
130,GOOG190920C01500000,2019-09-04 3:41PM EDT,"1,500.00",0.15,0.00,0.10,0.00,-,3,101,65.63%,GOOG,C
131,GOOG190920C01520000,2019-08-09 12:26PM EDT,"1,520.00",0.01,0.00,0.00,0.00,-,2,0,50.00%,GOOG,C
132,GOOG190920C01540000,2019-07-24 12:09PM EDT,"1,540.00",0.10,0.00,0.25,0.00,-,1,56,79.98%,GOOG,C
133,GOOG190920C01560000,2019-07-25 12:28PM EDT,"1,560.00",0.10,0.00,0.30,0.00,-,10,77,85.64%,GOOG,C
134,GOOG190920C01580000,2019-07-26 9:53AM EDT,"1,580.00",0.20,0.00,0.15,0.00,-,16,16,83.79%,GOOG,C
135,GOOG190920C01600000,2019-08-05 3:25PM EDT,"1,600.00",0.17,0.00,0.15,0.00,-,1,0,87.50%,GOOG,C
136,GOOG190920C01620000,2019-07-26 2:08PM EDT,"1,620.00",0.15,0.00,0.15,0.00,-,21,15,91.21%,GOOG,C
137,GOOG190920C01640000,2019-06-07 10:55AM EDT,"1,640.00",0.37,0.05,0.45,0.00,-,-,1,106.93%,GOOG,C
138,GOOG190920C01680000,2019-08-02 11:21AM EDT,"1,680.00",0.15,0.00,0.15,0.00,-,10,0,101.95%,GOOG,C
139,GOOG190920C01700000,2019-08-12 1:13PM EDT,"1,700.00",0.05,0.00,0.00,0.00,-,20,0,50.00%,GOOG,C
140,GOOG190920C01760000,2019-06-17 9:50AM EDT,"1,760.00",0.10,0.00,0.25,0.00,-,5,47,120.90%,GOOG,C
141,GOOG190920C01800000,2019-07-26 1:33PM EDT,"1,800.00",0.05,0.00,0.05,0.00,-,2,92,111.72%,GOOG,C
142,GOOG190920C01840000,2019-07-09 10:19AM EDT,"1,840.00",0.05,0.00,0.30,0.00,-,10,110,136.43%,GOOG,C
