,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ticker,C/P
14,AAPL190920C00165000,2019-09-17 3:54PM EDT,165.00,55.40,55.35,55.95,+1.50,+2.78%,13,425,140.23%,AAPL,C
15,AAPL190920C00170000,2019-09-17 1:59PM EDT,170.00,50.20,50.40,51.25,+0.27,+0.54%,3,899,115.04%,AAPL,C
16,AAPL190920C00175000,2019-09-17 11:58AM EDT,175.00,45.35,45.10,46.20,+0.62,+1.39%,10,543,130.86%,AAPL,C
17,AAPL190920C00180000,2019-09-17 3:19PM EDT,180.00,40.02,40.60,41.20,+0.14,+0.35%,46,"1,266",99.71%,AAPL,C
18,AAPL190920C00182500,2019-09-05 10:23AM EDT,182.50,31.50,37.65,39.00,0.00,-,1,229,87.30%,AAPL,C
19,AAPL190920C00185000,2019-09-17 3:02PM EDT,185.00,35.12,35.40,36.20,+0.22,+0.63%,139,"4,617",79.10%,AAPL,C
20,AAPL190920C00187500,2019-09-13 12:44PM EDT,187.50,29.75,32.85,33.75,0.00,-,6,76,73.83%,AAPL,C
21,AAPL190920C00190000,2019-09-17 3:56PM EDT,190.00,30.60,30.40,31.00,+0.65,+2.17%,97,"2,925",82.62%,AAPL,C
22,AAPL190920C00192500,2019-09-17 11:59AM EDT,192.50,27.76,27.85,28.95,+1.81,+6.97%,1,245,71.09%,AAPL,C
23,AAPL190920C00195000,2019-09-17 3:51PM EDT,195.00,25.51,25.40,26.25,+0.62,+2.49%,116,"8,023",60.35%,AAPL,C
24,AAPL190920C00197500,2019-09-16 11:33AM EDT,197.50,22.55,22.90,23.50,0.00,-,14,750,64.75%,AAPL,C
25,AAPL190920C00200000,2019-09-17 3:47PM EDT,200.00,20.57,20.45,21.00,+0.67,+3.37%,339,"23,570",58.79%,AAPL,C
26,AAPL190920C00202500,2019-09-17 10:34AM EDT,202.50,17.52,17.95,18.55,-0.09,-0.51%,105,"1,251",54.59%,AAPL,C
27,AAPL190920C00205000,2019-09-17 3:59PM EDT,205.00,15.95,15.45,16.00,+0.82,+5.42%,450,"15,270",46.78%,AAPL,C
28,AAPL190920C00207500,2019-09-17 3:57PM EDT,207.50,13.20,13.25,13.60,+0.55,+4.35%,35,"2,969",43.65%,AAPL,C
29,AAPL190920C00210000,2019-09-17 3:59PM EDT,210.00,10.99,10.55,11.10,+0.59,+5.67%,"2,720","31,489",37.16%,AAPL,C
30,AAPL190920C00212500,2019-09-17 3:56PM EDT,212.50,8.37,8.25,8.95,+0.37,+4.62%,259,"5,263",37.35%,AAPL,C
31,AAPL190920C00215000,2019-09-17 3:59PM EDT,215.00,6.30,6.05,6.35,+0.40,+6.78%,"1,650","16,595",28.00%,AAPL,C
32,AAPL190920C00217500,2019-09-17 3:59PM EDT,217.50,4.20,4.10,4.25,+0.10,+2.44%,"3,526","8,577",25.20%,AAPL,C
33,AAPL190920C00220000,2019-09-17 3:59PM EDT,220.00,2.44,2.40,2.48,-0.02,-0.81%,"19,756","28,864",22.95%,AAPL,C
34,AAPL190920C00222500,2019-09-17 3:59PM EDT,222.50,1.26,1.21,1.26,-0.09,-6.67%,"17,416","11,375",21.97%,AAPL,C
35,AAPL190920C00225000,2019-09-17 3:59PM EDT,225.00,0.56,0.53,0.56,-0.13,-18.84%,"15,819","31,347",21.73%,AAPL,C
36,AAPL190920C00227500,2019-09-17 3:59PM EDT,227.50,0.24,0.22,0.23,-0.08,-25.00%,"5,938","10,123",22.07%,AAPL,C
37,AAPL190920C00230000,2019-09-17 3:59PM EDT,230.00,0.09,0.09,0.10,-0.08,-47.06%,"4,841","35,282",23.19%,AAPL,C
38,AAPL190920C00232500,2019-09-17 3:59PM EDT,232.50,0.04,0.04,0.05,-0.04,-50.00%,625,"9,125",24.81%,AAPL,C
39,AAPL190920C00235000,2019-09-17 3:24PM EDT,235.00,0.02,0.02,0.03,-0.03,-60.00%,"1,043","11,282",26.95%,AAPL,C
40,AAPL190920C00237500,2019-09-17 3:59PM EDT,237.50,0.01,0.01,0.02,-0.03,-75.00%,257,"3,133",29.30%,AAPL,C
41,AAPL190920C00240000,2019-09-17 3:56PM EDT,240.00,0.01,0.00,0.01,-0.01,-50.00%,440,"6,413",30.47%,AAPL,C
42,AAPL190920C00242500,2019-09-17 1:52PM EDT,242.50,0.01,0.00,0.01,0.00,-,41,"1,445",33.59%,AAPL,C
43,AAPL190920C00245000,2019-09-17 10:01AM EDT,245.00,0.01,0.00,0.01,0.00,-,40,"4,284",37.50%,AAPL,C
44,AAPL190920C00250000,2019-09-16 9:30AM EDT,250.00,0.01,0.00,0.01,0.00,-,3,"4,688",43.75%,AAPL,C
45,AAPL190920C00255000,2019-09-16 9:30AM EDT,255.00,0.01,0.00,0.01,0.00,-,1,"1,591",50.00%,AAPL,C
46,AAPL190920C00260000,2019-09-13 1:48PM EDT,260.00,0.01,0.00,0.01,0.00,-,375,"2,551",51.56%,AAPL,C
47,AAPL190920C00265000,2019-09-17 9:30AM EDT,265.00,0.01,0.00,0.01,0.00,-,6,354,57.81%,AAPL,C
48,AAPL190920C00270000,2019-09-12 11:50AM EDT,270.00,0.01,0.00,0.01,0.00,-,10,"2,145",62.50%,AAPL,C
49,AAPL190920C00275000,2019-09-09 1:46PM EDT,275.00,0.01,0.00,0.01,0.00,-,10,"2,967",68.75%,AAPL,C
50,AAPL190920C00280000,2019-08-28 11:24AM EDT,280.00,0.01,0.00,0.01,0.00,-,1,808,73.44%,AAPL,C
51,AAPL190920C00285000,2019-07-29 10:54AM EDT,285.00,0.02,0.00,0.03,0.00,-,10,25,85.94%,AAPL,C
52,AAPL190920C00290000,2019-09-12 1:37PM EDT,290.00,0.02,0.00,0.02,0.00,-,1,297,87.50%,AAPL,C
53,AAPL190920C00295000,2019-09-17 1:12PM EDT,295.00,0.03,0.00,0.06,+0.02,+200.00%,8,5,103.13%,AAPL,C
54,AAPL190920C00300000,2019-08-19 9:49AM EDT,300.00,0.01,0.00,0.03,0.00,-,20,29,101.56%,AAPL,C
55,AAPL190920C00305000,2019-09-17 2:34PM EDT,305.00,0.01,-,0.01,0.00,-,1,45,103.13%,AAPL,C
