,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ticker,C/P
21,GOOG190920P00880000,2019-08-15 10:50AM EDT,880.00,0.80,0.00,0.70,0.00,-,4,0,131.15%,GOOG,P
22,GOOG190920P00885000,2019-08-30 12:04PM EDT,885.00,0.13,0.00,0.15,0.00,-,1,24,109.77%,GOOG,P
23,GOOG190920P00890000,2019-07-26 12:37PM EDT,890.00,0.18,0.00,0.20,0.00,-,1,2,111.13%,GOOG,P
24,GOOG190920P00895000,2019-09-05 10:22AM EDT,895.00,0.05,0.00,0.15,0.00,-,10,21,106.25%,GOOG,P
25,GOOG190920P00900000,2019-09-09 12:32PM EDT,900.00,0.05,0.00,0.15,0.00,-,5,384,104.69%,GOOG,P
26,GOOG190920P00905000,2019-06-26 12:01PM EDT,905.00,6.10,0.00,0.45,0.00,-,-,0,115.14%,GOOG,P
27,GOOG190920P00910000,2019-08-05 3:02PM EDT,910.00,2.22,0.00,0.15,0.00,-,10,0,101.17%,GOOG,P
28,GOOG190920P00915000,2019-09-03 12:40PM EDT,915.00,0.10,0.00,0.15,0.00,-,30,61,99.61%,GOOG,P
29,GOOG190920P00920000,2019-09-06 10:18AM EDT,920.00,0.05,0.00,0.15,0.00,-,1,818,97.85%,GOOG,P
30,GOOG190920P00925000,2019-09-17 2:22PM EDT,925.00,0.05,0.00,0.05,-1.67,-97.09%,3,0,87.50%,GOOG,P
31,GOOG190920P00930000,2019-07-26 9:46AM EDT,930.00,0.40,0.05,0.30,0.00,-,5,8,102.93%,GOOG,P
32,GOOG190920P00935000,2019-08-06 2:33PM EDT,935.00,1.44,0.00,0.15,0.00,-,1,0,92.77%,GOOG,P
33,GOOG190920P00940000,2019-08-29 9:42AM EDT,940.00,0.10,0.00,0.15,0.00,-,1,181,91.02%,GOOG,P
34,GOOG190920P00945000,2019-08-22 10:33AM EDT,945.00,0.50,0.00,0.05,0.00,-,1,22,81.25%,GOOG,P
35,GOOG190920P00950000,2019-08-29 11:46AM EDT,950.00,0.23,0.00,0.15,0.00,-,5,31,87.89%,GOOG,P
36,GOOG190920P00955000,2019-08-06 1:23PM EDT,955.00,2.35,0.00,5.00,0.00,-,1,0,137.52%,GOOG,P
37,GOOG190920P00960000,2019-09-17 2:22PM EDT,960.00,0.02,0.00,0.05,-0.03,-60.00%,3,"1,120",76.56%,GOOG,P
38,GOOG190920P00965000,2019-08-14 11:47AM EDT,965.00,2.70,0.00,5.00,0.00,-,167,0,132.76%,GOOG,P
39,GOOG190920P00970000,2019-09-16 2:49PM EDT,970.00,0.05,0.00,0.15,0.00,-,95,190,81.25%,GOOG,P
40,GOOG190920P00975000,2019-09-05 10:13AM EDT,975.00,0.14,0.00,0.15,0.00,-,1,51,79.69%,GOOG,P
41,GOOG190920P00980000,2019-09-13 2:36PM EDT,980.00,0.05,0.00,0.15,0.00,-,6,648,78.13%,GOOG,P
42,GOOG190920P00985000,2019-09-05 10:13AM EDT,985.00,0.25,0.00,0.15,0.00,-,3,47,76.56%,GOOG,P
43,GOOG190920P00990000,2019-09-11 2:59PM EDT,990.00,0.05,0.00,0.15,0.00,-,1,93,74.80%,GOOG,P
44,GOOG190920P00995000,2019-09-09 11:35AM EDT,995.00,0.15,0.00,0.15,0.00,-,1,59,73.24%,GOOG,P
45,GOOG190920P01000000,2019-09-16 1:43PM EDT,"1,000.00",0.05,0.00,0.15,0.00,-,30,741,71.68%,GOOG,P
46,GOOG190920P01005000,2019-09-16 1:43PM EDT,"1,005.00",0.05,0.00,0.15,0.00,-,15,72,70.12%,GOOG,P
47,GOOG190920P01010000,2019-09-10 12:31PM EDT,"1,010.00",0.04,0.00,0.15,0.00,-,2,85,68.56%,GOOG,P
48,GOOG190920P01015000,2019-08-26 12:27PM EDT,"1,015.00",2.09,0.00,0.15,0.00,-,5,140,66.99%,GOOG,P
49,GOOG190920P01020000,2019-09-11 11:34AM EDT,"1,020.00",0.07,0.00,0.15,0.00,-,1,116,65.43%,GOOG,P
50,GOOG190920P01025000,2019-09-06 9:30AM EDT,"1,025.00",0.15,0.00,0.15,0.00,-,6,132,63.87%,GOOG,P
51,GOOG190920P01027500,2019-09-09 1:19PM EDT,"1,027.50",0.10,-,0.15,0.00,-,-,1,67.87%,GOOG,P
52,GOOG190920P01030000,2019-09-16 3:30PM EDT,"1,030.00",0.03,0.00,0.15,0.00,-,10,116,62.31%,GOOG,P
53,GOOG190920P01032500,2019-09-09 11:24AM EDT,"1,032.50",0.20,-,0.15,0.00,-,-,1,66.21%,GOOG,P
54,GOOG190920P01035000,2019-09-13 1:45PM EDT,"1,035.00",0.08,0.00,0.15,0.00,-,1,384,60.74%,GOOG,P
55,GOOG190920P01037500,2019-09-09 3:19PM EDT,"1,037.50",0.20,-,0.15,0.00,-,-,1,64.65%,GOOG,P
56,GOOG190920P01040000,2019-09-13 3:14PM EDT,"1,040.00",0.05,0.00,0.15,0.00,-,1,146,59.18%,GOOG,P
57,GOOG190920P01045000,2019-09-06 12:49PM EDT,"1,045.00",0.26,0.00,0.15,0.00,-,2,63,57.62%,GOOG,P
58,GOOG190920P01050000,2019-09-16 1:15PM EDT,"1,050.00",0.05,0.00,0.20,0.00,-,1,398,57.81%,GOOG,P
59,GOOG190920P01055000,2019-09-05 9:33AM EDT,"1,055.00",0.50,0.00,0.20,0.00,-,6,"1,559",56.25%,GOOG,P
60,GOOG190920P01060000,2019-09-12 3:51PM EDT,"1,060.00",0.06,0.00,0.20,0.00,-,1,226,54.69%,GOOG,P
61,GOOG190920P01065000,2019-09-11 2:38PM EDT,"1,065.00",0.20,0.10,0.20,0.00,-,7,495,55.62%,GOOG,P
62,GOOG190920P01070000,2019-09-11 2:19PM EDT,"1,070.00",0.15,0.10,0.20,0.00,-,1,640,54.00%,GOOG,P
63,GOOG190920P01075000,2019-09-17 1:32PM EDT,"1,075.00",0.08,0.00,0.20,+0.01,+14.29%,1,109,50.00%,GOOG,P
64,GOOG190920P01077500,2019-09-09 3:17PM EDT,"1,077.50",0.40,0.00,0.20,0.00,-,23,23,53.42%,GOOG,P
65,GOOG190920P01080000,2019-09-17 2:50PM EDT,"1,080.00",0.05,0.00,0.20,-0.01,-16.67%,30,240,52.59%,GOOG,P
66,GOOG190920P01082500,2019-09-06 1:52PM EDT,"1,082.50",0.50,0.00,0.20,0.00,-,1,1,51.76%,GOOG,P
67,GOOG190920P01085000,2019-09-17 3:58PM EDT,"1,085.00",0.05,0.00,0.05,-0.04,-44.44%,3,154,43.56%,GOOG,P
68,GOOG190920P01087500,2019-09-09 12:19PM EDT,"1,087.50",0.45,0.05,0.20,0.00,-,1,2,50.10%,GOOG,P
69,GOOG190920P01090000,2019-09-13 11:27AM EDT,"1,090.00",0.08,0.10,0.20,0.00,-,11,211,49.27%,GOOG,P
70,GOOG190920P01092500,2019-09-13 1:33PM EDT,"1,092.50",0.07,0.10,0.20,0.00,-,1,6,48.44%,GOOG,P
71,GOOG190920P01095000,2019-09-16 12:41PM EDT,"1,095.00",0.08,0.10,0.20,0.00,-,1,111,47.61%,GOOG,P
72,GOOG190920P01097500,2019-09-10 2:37PM EDT,"1,097.50",0.65,0.10,0.20,0.00,-,2,4,46.78%,GOOG,P
73,GOOG190920P01100000,2019-09-17 3:39PM EDT,"1,100.00",0.08,0.05,0.20,-0.12,-60.00%,1,"2,498",45.95%,GOOG,P
74,GOOG190920P01102500,2019-09-10 1:29PM EDT,"1,102.50",0.60,0.15,0.20,0.00,-,3,5,45.12%,GOOG,P
75,GOOG190920P01105000,2019-09-10 2:30PM EDT,"1,105.00",0.75,0.20,0.20,0.00,-,3,90,44.29%,GOOG,P
76,GOOG190920P01110000,2019-09-17 10:36AM EDT,"1,110.00",0.11,0.00,0.20,-0.11,-50.00%,2,341,42.63%,GOOG,P
77,GOOG190920P01112500,2019-09-06 3:52PM EDT,"1,112.50",1.00,0.00,0.25,0.00,-,7,5,43.07%,GOOG,P
78,GOOG190920P01115000,2019-09-16 11:30AM EDT,"1,115.00",0.13,0.00,0.25,0.00,-,27,368,42.24%,GOOG,P
79,GOOG190920P01117500,2019-09-11 10:32AM EDT,"1,117.50",0.55,0.00,0.25,0.00,-,1,8,41.41%,GOOG,P
80,GOOG190920P01120000,2019-09-17 3:39PM EDT,"1,120.00",0.15,0.10,0.15,-0.07,-31.82%,2,460,37.89%,GOOG,P
81,GOOG190920P01122500,2019-09-10 2:47PM EDT,"1,122.50",1.40,0.00,0.25,0.00,-,2,3,39.70%,GOOG,P
82,GOOG190920P01125000,2019-09-13 3:53PM EDT,"1,125.00",0.25,0.00,0.25,0.00,-,2,275,38.87%,GOOG,P
83,GOOG190920P01127500,2019-09-11 10:58AM EDT,"1,127.50",0.65,0.00,0.25,0.00,-,-,8,38.04%,GOOG,P
84,GOOG190920P01130000,2019-09-17 12:56PM EDT,"1,130.00",0.10,0.00,0.25,-0.17,-62.96%,29,654,37.16%,GOOG,P
85,GOOG190920P01132500,2019-09-16 11:24AM EDT,"1,132.50",0.20,0.00,0.30,0.00,-,5,14,37.31%,GOOG,P
86,GOOG190920P01135000,2019-09-17 12:57PM EDT,"1,135.00",0.13,0.00,0.30,-0.10,-43.48%,4,392,36.43%,GOOG,P
87,GOOG190920P01137500,2019-09-11 10:53AM EDT,"1,137.50",0.90,0.00,0.30,0.00,-,1,4,35.57%,GOOG,P
88,GOOG190920P01140000,2019-09-17 9:45AM EDT,"1,140.00",0.20,0.10,0.35,-0.05,-20.00%,2,211,35.52%,GOOG,P
89,GOOG190920P01142500,2019-09-11 12:16PM EDT,"1,142.50",0.90,0.05,0.35,0.00,-,4,18,34.64%,GOOG,P
90,GOOG190920P01145000,2019-09-17 2:52PM EDT,"1,145.00",0.25,0.05,0.35,-0.19,-43.18%,1,99,33.77%,GOOG,P
91,GOOG190920P01147500,2019-09-13 10:11AM EDT,"1,147.50",0.45,0.05,0.35,0.00,-,6,18,32.89%,GOOG,P
92,GOOG190920P01150000,2019-09-17 3:03PM EDT,"1,150.00",0.25,0.20,0.30,-0.04,-13.79%,17,312,31.25%,GOOG,P
93,GOOG190920P01152500,2019-09-12 2:23PM EDT,"1,152.50",0.60,0.10,0.40,0.00,-,11,55,31.79%,GOOG,P
94,GOOG190920P01155000,2019-09-16 12:12PM EDT,"1,155.00",0.32,0.10,0.40,0.00,-,1,84,30.88%,GOOG,P
95,GOOG190920P01157500,2019-09-17 1:23PM EDT,"1,157.50",0.33,0.10,0.45,-0.17,-34.00%,1,74,30.59%,GOOG,P
96,GOOG190920P01160000,2019-09-17 3:08PM EDT,"1,160.00",0.29,0.15,0.45,-0.16,-35.56%,13,307,29.66%,GOOG,P
97,GOOG190920P01162500,2019-09-16 2:51PM EDT,"1,162.50",0.42,0.15,0.45,0.00,-,5,109,28.76%,GOOG,P
98,GOOG190920P01165000,2019-09-17 3:06PM EDT,"1,165.00",0.35,0.20,0.45,-0.15,-30.00%,20,175,27.83%,GOOG,P
99,GOOG190920P01167500,2019-09-17 10:51AM EDT,"1,167.50",0.48,0.20,0.50,-0.07,-12.73%,1,58,27.42%,GOOG,P
100,GOOG190920P01170000,2019-09-17 3:36PM EDT,"1,170.00",0.35,0.25,0.55,-0.22,-38.60%,9,"1,270",26.95%,GOOG,P
101,GOOG190920P01172500,2019-09-16 12:09PM EDT,"1,172.50",0.55,0.25,0.55,0.00,-,3,50,26.00%,GOOG,P
102,GOOG190920P01175000,2019-09-17 10:32AM EDT,"1,175.00",0.55,0.30,0.60,-0.05,-8.33%,3,240,25.46%,GOOG,P
103,GOOG190920P01177500,2019-09-17 10:49AM EDT,"1,177.50",0.67,0.30,0.65,+0.02,+3.08%,5,48,24.88%,GOOG,P
104,GOOG190920P01180000,2019-09-17 10:10AM EDT,"1,180.00",0.65,0.40,0.70,-0.05,-7.14%,3,402,24.27%,GOOG,P
105,GOOG190920P01182500,2019-09-16 2:29PM EDT,"1,182.50",0.95,0.40,0.70,0.00,-,21,56,23.26%,GOOG,P
106,GOOG190920P01185000,2019-09-17 11:49AM EDT,"1,185.00",0.65,0.50,0.75,-0.28,-30.11%,6,111,22.58%,GOOG,P
107,GOOG190920P01187500,2019-09-17 3:52PM EDT,"1,187.50",0.68,0.50,0.85,-0.55,-44.72%,20,37,22.17%,GOOG,P
108,GOOG190920P01190000,2019-09-17 3:04PM EDT,"1,190.00",0.96,0.55,0.90,-0.04,-4.00%,21,411,21.40%,GOOG,P
109,GOOG190920P01192500,2019-09-17 2:17PM EDT,"1,192.50",1.25,0.65,1.00,-0.05,-3.85%,46,61,20.86%,GOOG,P
110,GOOG190920P01195000,2019-09-17 3:51PM EDT,"1,195.00",0.95,0.75,1.20,-0.54,-36.24%,31,228,20.73%,GOOG,P
111,GOOG190920P01197500,2019-09-17 3:40PM EDT,"1,197.50",1.15,0.90,1.35,-0.51,-30.72%,29,194,20.23%,GOOG,P
112,GOOG190920P01200000,2019-09-17 3:57PM EDT,"1,200.00",1.30,1.05,1.45,-0.37,-22.16%,96,893,19.46%,GOOG,P
113,GOOG190920P01202500,2019-09-17 1:42PM EDT,"1,202.50",2.15,1.25,1.80,-0.25,-10.42%,3,159,19.53%,GOOG,P
114,GOOG190920P01205000,2019-09-17 3:57PM EDT,"1,205.00",1.85,1.55,1.95,-0.50,-21.28%,103,564,18.75%,GOOG,P
115,GOOG190920P01207500,2019-09-17 3:20PM EDT,"1,207.50",2.95,1.75,2.35,+0.20,+7.27%,82,89,18.67%,GOOG,P
116,GOOG190920P01210000,2019-09-17 3:57PM EDT,"1,210.00",2.60,2.30,2.65,-0.40,-13.33%,523,"1,382",18.13%,GOOG,P
117,GOOG190920P01212500,2019-09-17 3:21PM EDT,"1,212.50",4.20,2.90,3.20,+0.52,+14.13%,172,182,18.11%,GOOG,P
118,GOOG190920P01215000,2019-09-17 3:55PM EDT,"1,215.00",3.60,3.50,3.70,-0.89,-19.82%,441,843,17.78%,GOOG,P
119,GOOG190920P01217500,2019-09-17 3:52PM EDT,"1,217.50",4.30,4.10,4.50,-0.69,-13.83%,176,98,17.95%,GOOG,P
120,GOOG190920P01220000,2019-09-17 3:47PM EDT,"1,220.00",5.00,4.80,5.20,-0.80,-13.79%,427,911,17.69%,GOOG,P
121,GOOG190920P01222500,2019-09-17 3:52PM EDT,"1,222.50",5.80,5.40,6.10,-0.74,-11.31%,27,129,17.66%,GOOG,P
122,GOOG190920P01225000,2019-09-17 3:55PM EDT,"1,225.00",6.70,6.20,7.00,-0.50,-6.94%,227,525,17.41%,GOOG,P
123,GOOG190920P01227500,2019-09-17 3:56PM EDT,"1,227.50",8.40,7.10,8.10,+0.30,+3.70%,141,142,17.35%,GOOG,P
124,GOOG190920P01230000,2019-09-17 3:59PM EDT,"1,230.00",8.80,8.30,9.10,0.00,-,186,370,16.88%,GOOG,P
125,GOOG190920P01232500,2019-09-17 3:10PM EDT,"1,232.50",12.50,9.30,10.40,+2.10,+20.19%,16,207,16.77%,GOOG,P
126,GOOG190920P01235000,2019-09-17 3:41PM EDT,"1,235.00",11.71,10.60,11.80,-0.29,-2.42%,61,342,16.64%,GOOG,P
127,GOOG190920P01237500,2019-09-17 3:59PM EDT,"1,237.50",12.80,12.20,13.30,-0.32,-2.44%,12,212,16.46%,GOOG,P
128,GOOG190920P01240000,2019-09-17 2:16PM EDT,"1,240.00",18.00,13.10,14.80,+3.40,+23.29%,19,283,16.03%,GOOG,P
129,GOOG190920P01242500,2019-09-17 1:54PM EDT,"1,242.50",18.60,14.70,16.80,+6.50,+53.72%,7,115,16.49%,GOOG,P
130,GOOG190920P01245000,2019-09-17 3:47PM EDT,"1,245.00",17.60,16.60,18.80,+2.60,+17.33%,54,17,16.77%,GOOG,P
131,GOOG190920P01247500,2019-09-16 12:44PM EDT,"1,247.50",19.05,17.80,20.80,-2.45,-11.40%,1,8,16.86%,GOOG,P
132,GOOG190920P01250000,2019-09-17 2:14PM EDT,"1,250.00",26.10,20.20,22.70,+4.10,+18.64%,11,74,16.43%,GOOG,P
133,GOOG190920P01252500,2019-09-16 12:07AM EDT,"1,252.50",21.20,22.50,26.30,0.00,-,-,2,20.95%,GOOG,P
134,GOOG190920P01255000,2019-09-16 1:29PM EDT,"1,255.00",29.00,23.00,28.00,0.00,-,2,4,19.87%,GOOG,P
135,GOOG190920P01260000,2019-09-17 10:10AM EDT,"1,260.00",33.72,27.50,32.40,+3.11,+10.16%,5,"1,551",20.15%,GOOG,P
136,GOOG190920P01265000,2019-09-04 10:25AM EDT,"1,265.00",92.01,33.10,39.00,0.00,-,3,2,27.98%,GOOG,P
137,GOOG190920P01270000,2019-09-17 10:31AM EDT,"1,270.00",43.90,37.50,43.30,-30.20,-40.76%,2,0,28.05%,GOOG,P
138,GOOG190920P01280000,2019-09-05 10:42AM EDT,"1,280.00",76.38,46.80,54.60,0.00,-,2,6,37.16%,GOOG,P
139,GOOG190920P01285000,2019-08-15 11:01AM EDT,"1,285.00",116.74,41.00,49.90,0.00,-,10,0,0.00%,GOOG,P
140,GOOG190920P01290000,2019-08-26 11:41AM EDT,"1,290.00",129.03,57.00,65.50,0.00,-,1,2,44.83%,GOOG,P
141,GOOG190920P01300000,2019-09-06 12:08PM EDT,"1,300.00",93.00,67.30,75.40,0.00,-,3,10,49.13%,GOOG,P
142,GOOG190920P01310000,2019-09-06 12:07PM EDT,"1,310.00",103.30,77.30,85.40,0.00,-,2,2,53.60%,GOOG,P
143,GOOG190920P01317500,2019-09-16 11:58AM EDT,"1,317.50",86.50,84.80,92.90,0.00,-,-,4,56.86%,GOOG,P
144,GOOG190920P01320000,2019-08-13 3:31PM EDT,"1,320.00",124.15,75.80,85.30,0.00,-,3,0,0.00%,GOOG,P
145,GOOG190920P01340000,2019-08-13 3:31PM EDT,"1,340.00",143.96,96.00,105.30,0.00,-,3,0,0.00%,GOOG,P
146,GOOG190920P01350000,2019-07-31 1:32PM EDT,"1,350.00",118.39,157.40,166.90,0.00,-,-,0,165.53%,GOOG,P
147,GOOG190920P01360000,2019-08-30 12:05PM EDT,"1,360.00",175.00,127.30,136.00,0.00,-,14,0,51.32%,GOOG,P
148,GOOG190920P01370000,2019-09-16 1:29PM EDT,"1,370.00",143.00,136.80,145.90,0.00,-,7,0,50.44%,GOOG,P
149,GOOG190920P01380000,2019-07-16 10:04AM EDT,"1,380.00",228.90,199.50,209.70,0.00,-,20,0,209.15%,GOOG,P
150,GOOG190920P01420000,2019-06-07 11:12AM EDT,"1,420.00",164.10,284.20,293.50,0.00,-,-,0,322.64%,GOOG,P
151,GOOG190920P01500000,2019-07-15 9:32AM EDT,"1,500.00",357.40,321.00,329.00,0.00,-,1,0,270.10%,GOOG,P
152,GOOG190920P01600000,2019-08-19 12:03AM EDT,"1,600.00",428.90,366.90,375.80,0.00,-,-,-,107.32%,GOOG,P
153,GOOG190920P01660000,2019-06-07 11:12AM EDT,"1,660.00",478.20,524.20,533.50,0.00,-,-,0,435.00%,GOOG,P
154,GOOG190920P01740000,2019-06-07 11:12AM EDT,"1,740.00",558.20,604.50,613.00,0.00,-,-,0,465.51%,GOOG,P
